Site	Round	Plant_id	Plant_Family	Plant_Gen_Sp	Insect_id	Insect_Order	Insect_Family	Insect_Gen_Sp	Number_of_visits_per6min
MED3CA	5	31	Asteracea	Urospermum_picrioides	26	Hymenoptera	Halictidae	Halictus_pyrenaicus	1
MED3CA	5	22	Asteracea	Galactites_tomentosa	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
MED3CA	5	22	Asteracea	Galactites_tomentosa	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED3CA	5	22	Asteracea	Galactites_tomentosa	126	Coleoptera	Mordelidae	Mordellistena_pumila	1
MED3CA	5	22	Asteracea	Galactites_tomentosa	198	Hymenoptera	Megachilidae	Osmia	1
MED3CA	6	22	Asteracea	Galactites_tomentosa	52	Hymenoptera	Apoidea	Bombus_terrestris	1
FRA2OP	3	14	Umbelifera	Daucus_carota_carota	126	Coleoptera	Mordelidae	Mordellistena_pumila	1
FRA2OP	3	14	Umbelifera	Daucus_carota_carota	204	Hymenoptera	Andrenidae	Andrena	1
FRA2OP	3	3	Liliacea	Allium_ampeloprasum	209	Hymenoptera	Braconidae	H80	1
MED3CA	6	22	Asteracea	Galactites_tomentosa	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED3CA	6	22	Asteracea	Galactites_tomentosa	198	Hymenoptera	Megachilidae	Osmia	1
MED3CA	6	22	Asteracea	Galactites_tomentosa	217	Hymenoptera	Megachilidae	Anthidium	1
MED3CA	6	22	Asteracea	Galactites_tomentosa	253	Lepidoptera	Zygaenidae	Zygaena	1
MED4CA	1	32	Asteracea	Sonchus_tenerrinus	115	Coleoptera	Chrysomelidae	Criptocephalus	1
MED4CA	1	32	Asteracea	Sonchus_tenerrinus	185	Hymenoptera	Andrenidae	Andrena	4
MED4CA	2	22	Asteracea	Galactites_tomentosa	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
FRA2OP	4	20	Umbelifera	Eryngium_campestre	35	Hymenoptera	Halictidae	Lasioglossum	1
MED4CA	2	32	Asteracea	Sonchus_tenerrinus	115	Coleoptera	Chrysomelidae	Criptocephalus	1
MED4CA	2	22	Asteracea	Galactites_tomentosa	126	Coleoptera	Mordelidae	Mordellistena_pumila	2
MED4CA	4	31	Asteracea	Urospermum_picrioides	26	Hymenoptera	Halictidae	Halictus_pyrenaicus	1
FRA2OP	4	14	Umbelifera	Daucus_carota_carota	126	Coleoptera	Mordelidae	Mordellistena_pumila	4
MED4CA	4	22	Asteracea	Galactites_tomentosa	104	Coleoptera	Oedemeridae	Oedemera_nobilis	1
MED4CA	4	31	Asteracea	Urospermum_picrioides	104	Coleoptera	Oedemeridae	Oedemera_nobilis	2
MED1CA	1	5	Cistacea	Cistus_albidus	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
MED1CA	1	24	Labiada	Lavandula_stoechas	13	Hymenoptera	Apoidea	Apis_melifera	2
MED1CA	1	64	Labiada	Rosmarinus_officinalis	13	Hymenoptera	Apoidea	Apis_melifera	1
MED1CA	1	5	Cistacea	Cistus_albidus	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED1CA	1	64	Labiada	Rosmarinus_officinalis	174	Hymenoptera	Anthophoridae	Nomada	1
MED1CA	1	64	Labiada	Rosmarinus_officinalis	177	Diptera	Bumbilidae	D22	3
MED4CA	4	31	Asteracea	Urospermum_picrioides	126	Coleoptera	Mordelidae	Mordellistena_pumila	2
MED1CA	2	5	Cistacea	Cistus_albidus	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
MED1CA	2	24	Labiada	Lavandula_stoechas	13	Hymenoptera	Apoidea	Apis_melifera	1
MED1CA	2	64	Labiada	Rosmarinus_officinalis	13	Hymenoptera	Apoidea	Apis_melifera	6
MED1CA	2	7	Cistacea	Cistus_salvifolius	47	Hymenoptera	Formicidae	Plagiolepsis_pigmaea	2
MED1CA	2	5	Cistacea	Cistus_albidus	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED1CA	2	7	Cistacea	Cistus_salvifolius	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED1CA	2	24	Labiada	Lavandula_stoechas	177	Diptera	Bumbilidae	D22	1
MED1CA	2	5	Cistacea	Cistus_albidus	185	Hymenoptera	Andrenidae	Andrena	2
MED1CA	2	7	Cistacea	Cistus_salvifolius	193	Hymenoptera	Andrenidae	Andrena	1
MED1CA	2	65	Papilionaea	Vicea_lutea	193	Hymenoptera	Andrenidae	Andrena	1
MED1CA	2	7	Cistacea	Cistus_salvifolius	198	Hymenoptera	Megachilidae	Osmia	1
MED1CA	2	5	Cistacea	Cistus_albidus	201	Hymenoptera	Andrenidae	Andrena	1
MED1CA	2	7	Cistacea	Cistus_salvifolius	201	Hymenoptera	Andrenidae	Andrena	1
MED1CA	2	7	Cistacea	Cistus_salvifolius	205	Coleoptera	Coleoptera2	C56	2
MED1CA	2	7	Cistacea	Cistus_salvifolius	207	Coleoptera	Coleotera1	C57	1
MED1CA	3	24	Labiada	Lavandula_stoechas	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
MED1CA	3	24	Labiada	Lavandula_stoechas	13	Hymenoptera	Apoidea	Apis_melifera	1
MED1CA	3	64	Labiada	Rosmarinus_officinalis	13	Hymenoptera	Apoidea	Apis_melifera	2
MED1CA	3	64	Labiada	Rosmarinus_officinalis	175	Hymenoptera	Halictidae	Lasioglossum	1
MED1CA	3	5	Cistacea	Cistus_albidus	185	Hymenoptera	Andrenidae	Andrena	1
MED1CA	3	64	Labiada	Rosmarinus_officinalis	185	Hymenoptera	Andrenidae	Andrena	1
MED1CA	4	24	Labiada	Lavandula_stoechas	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
MED1CA	4	24	Labiada	Lavandula_stoechas	13	Hymenoptera	Apoidea	Apis_melifera	1
MED1CA	4	7	Cistacea	Cistus_salvifolius	16	Hymenoptera	Andrenidae	Andrena	1
MED1CA	4	18	Papilionacea	Dorichnium_pentaphylum	23	Hymenoptera	Colletidae	Colletes	1
MED1CA	4	6	Cistacea	Cistus_monspeliensis	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
MED1CA	4	6	Cistacea	Cistus_monspeliensis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED1CA	4	6	Cistacea	Cistus_monspeliensis	184	Hymenoptera	Anthophoridae	Amegilla_femorata?	1
MED1CA	4	6	Cistacea	Cistus_monspeliensis	187	Hymenoptera	Andrenidae	Andrena	1
MED1CA	4	18	Papilionacea	Dorichnium_pentaphylum	205	Coleoptera	Coleoptera2	C56	1
MED1CA	4	24	Labiada	Lavandula_stoechas	248	Hymenoptera	Andrenidae	Andrena	1
MED1CA	5	64	Labiada	Rosmarinus_officinalis	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
MED1CA	5	24	Labiada	Lavandula_stoechas	13	Hymenoptera	Apoidea	Apis_melifera	2
MED1CA	5	6	Cistacea	Cistus_monspeliensis	47	Hymenoptera	Formicidae	Plagiolepsis_pigmaea	3
MED1CA	5	24	Labiada	Lavandula_stoechas	79	Lepidoptera	Adelidae	L2	1
MED1CA	5	7	Cistacea	Cistus_salvifolius	104	Coleoptera	Oedemeridae	Oedemera_nobilis	1
MED1CA	5	5	Cistacea	Cistus_albidus	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
MED1CA	5	6	Cistacea	Cistus_monspeliensis	105	Coleoptera	Oedemeridae	Oedemera_lurida	8
MED1CA	5	5	Cistacea	Cistus_albidus	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED1CA	5	6	Cistacea	Cistus_monspeliensis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED1CA	5	6	Cistacea	Cistus_monspeliensis	177	Diptera	Bumbilidae	D22	1
MED1CA	5	24	Labiada	Lavandula_stoechas	177	Diptera	Bumbilidae	D22	1
MED1CA	5	6	Cistacea	Cistus_monspeliensis	187	Hymenoptera	Andrenidae	Andrena	3
MED1CA	5	6	Cistacea	Cistus_monspeliensis	192	Diptera	Bibionidae	D26	1
MED1CA	5	6	Cistacea	Cistus_monspeliensis	204	Hymenoptera	Andrenidae	Andrena	1
MED1CA	5	24	Labiada	Lavandula_stoechas	220	Hymenoptera	Megachilidae	H91	1
MED4CA	4	22	Asteracea	Galactites_tomentosa	198	Hymenoptera	Megachilidae	Osmia	1
MED1CA	5	6	Cistacea	Cistus_monspeliensis	254	Hymenoptera	Andrenidae	Andrena	1
MED1CA	6	6	Cistacea	Cistus_monspeliensis	105	Coleoptera	Oedemeridae	Oedemera_lurida	3
MED1CA	6	7	Cistacea	Cistus_salvifolius	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
MED1CA	6	6	Cistacea	Cistus_monspeliensis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	3
MED1CA	6	7	Cistacea	Cistus_salvifolius	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED1CA	6	67	Linaceae	Linum_sp.	198	Hymenoptera	Megachilidae	Osmia	1
MED2CA	1	64	Labiada	Rosmarinus_officinalis	172	Lepidoptera	Lycaneidae	Callophrys_rubi	1
MED2CA	1	7	Cistacea	Cistus_salvifolius	13	Hymenoptera	Apoidea	Apis_melifera	1
MED2CA	1	64	Labiada	Rosmarinus_officinalis	13	Hymenoptera	Apoidea	Apis_melifera	1
MED2CA	1	5	Cistacea	Cistus_albidus	14	Hymenoptera	Andrenidae	Andrena	1
MED2CA	1	5	Cistacea	Cistus_albidus	52	Hymenoptera	Apoidea	Bombus_terrestris	1
MED2CA	1	5	Cistacea	Cistus_albidus	176	Diptera	Sirphidae	D21	1
MED2CA	1	7	Cistacea	Cistus_salvifolius	176	Diptera	Sirphidae	D21	1
MED2CA	1	64	Labiada	Rosmarinus_officinalis	176	Diptera	Sirphidae	D21	3
MED2CA	1	7	Cistacea	Cistus_salvifolius	184	Hymenoptera	Anthophoridae	Amegilla_femorata?	1
MED2CA	1	64	Labiada	Rosmarinus_officinalis	184	Hymenoptera	Anthophoridae	Amegilla_femorata?	2
MED2CA	1	5	Cistacea	Cistus_albidus	185	Hymenoptera	Andrenidae	Andrena	1
MED4CA	4	32	Asteracea	Sonchus_tenerrinus	246	Hymenoptera	Andrenidae	Andrena	1
MED4CA	5	22	Asteracea	Galactites_tomentosa	52	Hymenoptera	Apoidea	Bombus_terrestris	1
MED2CA	1	64	Labiada	Rosmarinus_officinalis	231	Diptera	Sirphidae	Sphaerophoeria	1
MED2CA	2	5	Cistacea	Cistus_albidus	11	Hymenoptera	Megachilidae	Anthidium_sticticum	2
MED4CA	5	32	Asteracea	Sonchus_tenerrinus	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
MED2CA	2	64	Labiada	Rosmarinus_officinalis	11	Hymenoptera	Megachilidae	Anthidium_sticticum	2
MED2CA	2	64	Labiada	Rosmarinus_officinalis	13	Hymenoptera	Apoidea	Apis_melifera	2
MED2CA	2	64	Labiada	Rosmarinus_officinalis	23	Hymenoptera	Colletidae	Colletes	1
MED2CA	2	24	Labiada	Lavandula_stoechas	79	Lepidoptera	Adelidae	L2	1
MED2CA	2	4	Aizoacea	Carpobrotus_spp._acinaciformis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	3
MED2CA	2	7	Cistacea	Cistus_salvifolius	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	2
MED2CA	2	5	Cistacea	Cistus_albidus	112	Coleoptera	Ptinidae?_Bruchidae?	C7	1
MED2CA	2	4	Aizoacea	Carpobrotus_spp._acinaciformis	114	Coleoptera	Dasytidae	Psilothrix	5
MED2CA	2	7	Cistacea	Cistus_salvifolius	114	Coleoptera	Dasytidae	Psilothrix	3
MED2CA	2	8	Asteracea	Aetheorrina_bulbosa	125	Coleoptera	Oedemeridae	Oedemera_flavipes	2
MED4CA	5	38	Asteracea	Helichrisum_stoechas	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
MED2CA	2	7	Cistacea	Cistus_salvifolius	187	Hymenoptera	Andrenidae	Andrena	1
MED2CA	2	6	Cistacea	Cistus_monspeliensis	192	Diptera	Bibionidae	D26	1
MED2CA	2	7	Cistacea	Cistus_salvifolius	193	Hymenoptera	Andrenidae	Andrena	2
MED2CA	2	4	Aizoacea	Carpobrotus_spp._acinaciformis	196	Hymenoptera	Halictidae	Halyctus	1
MED2CA	2	7	Cistacea	Cistus_salvifolius	202	Hymenoptera	Andrenidae	Andrena	2
MED2CA	2	6	Cistacea	Cistus_monspeliensis	206	Hymenoptera	Hailictidae	Sphecodes	2
MED2CA	2	4	Aizoacea	Carpobrotus_spp._acinaciformis	207	Coleoptera	Coleotera1	C57	2
MED2CA	2	6	Cistacea	Cistus_monspeliensis	254	Hymenoptera	Andrenidae	Andrena	1
MED2CA	3	24	Labiada	Lavandula_stoechas	13	Hymenoptera	Apoidea	Apis_melifera	3
MED2CA	3	64	Labiada	Rosmarinus_officinalis	13	Hymenoptera	Apoidea	Apis_melifera	1
MED2CA	3	18	Papilionacea	Dorichnium_pentaphylum	23	Hymenoptera	Colletidae	Colletes	2
MED2CA	3	7	Cistacea	Cistus_salvifolius	47	Hymenoptera	Formicidae	Plagiolepsis_pigmaea	1
MED2CA	3	7	Cistacea	Cistus_salvifolius	56	Diptera	Bumbilidae	Conophorus_virescens	1
MED2CA	3	7	Cistacea	Cistus_salvifolius	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	2
MED2CA	3	24	Labiada	Lavandula_stoechas	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED2CA	3	64	Labiada	Rosmarinus_officinalis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED2CA	3	4	Aizoacea	Carpobrotus_spp._acinaciformis	114	Coleoptera	Dasytidae	Psilothrix	1
MED2CA	3	6	Cistacea	Cistus_monspeliensis	114	Coleoptera	Dasytidae	Psilothrix	1
MED4CA	5	22	Asteracea	Galactites_tomentosa	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED2CA	3	7	Cistacea	Cistus_salvifolius	126	Coleoptera	Mordelidae	Mordellistena_pumila	2
MED2CA	3	6	Cistacea	Cistus_monspeliensis	177	Diptera	Bumbilidae	D22	1
MED2CA	3	7	Cistacea	Cistus_salvifolius	177	Diptera	Bumbilidae	D22	1
MED4CA	5	32	Asteracea	Sonchus_tenerrinus	187	Hymenoptera	Andrenidae	Andrena	1
MED2CA	3	7	Cistacea	Cistus_salvifolius	193	Hymenoptera	Andrenidae	Andrena	2
MED2CA	3	4	Aizoacea	Carpobrotus_spp._acinaciformis	196	Hymenoptera	Halictidae	Halyctus	2
MED2CA	3	7	Cistacea	Cistus_salvifolius	196	Hymenoptera	Halictidae	Halyctus	1
MED2CA	3	4	Aizoacea	Carpobrotus_spp._acinaciformis	201	Hymenoptera	Andrenidae	Andrena	1
MED2CA	4	4	Aizoacea	Carpobrotus_spp._acinaciformis	13	Hymenoptera	Apoidea	Apis_melifera	1
MED4CA	6	22	Asteracea	Galactites_tomentosa	16	Hymenoptera	Andrenidae	Andrena	1
MED2CA	4	24	Labiada	Lavandula_stoechas	13	Hymenoptera	Apoidea	Apis_melifera	1
MED2CA	4	6	Cistacea	Cistus_monspeliensis	14	Hymenoptera	Andrenidae	Andrena	2
MED2CA	4	6	Cistacea	Cistus_monspeliensis	16	Hymenoptera	Andrenidae	Andrena	1
MED2CA	4	4	Aizoacea	Carpobrotus_spp._acinaciformis	52	Hymenoptera	Apoidea	Bombus_terrestris	2
MED2CA	4	5	Cistacea	Cistus_albidus	105	Coleoptera	Oedemeridae	Oedemera_lurida	2
MED2CA	4	6	Cistacea	Cistus_monspeliensis	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
MED4CA	6	22	Asteracea	Galactites_tomentosa	52	Hymenoptera	Apoidea	Bombus_terrestris	1
MED2CA	4	4	Aizoacea	Carpobrotus_spp._acinaciformis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	2
MED2CA	4	6	Cistacea	Cistus_monspeliensis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	2
MED2CA	4	7	Cistacea	Cistus_salvifolius	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED4CA	6	22	Asteracea	Galactites_tomentosa	76	Lepidoptera	Satiridae	Pyronia_tithonus	1
MED2CA	4	4	Aizoacea	Carpobrotus_spp._acinaciformis	114	Coleoptera	Dasytidae	Psilothrix	1
MED2CA	4	7	Cistacea	Cistus_salvifolius	114	Coleoptera	Dasytidae	Psilothrix	1
MED4CA	6	38	Asteracea	Helichrisum_stoechas	126	Coleoptera	Mordelidae	Mordellistena_pumila	3
MED4CA	6	22	Asteracea	Galactites_tomentosa	253	Lepidoptera	Zygaenidae	Zygaena	1
MED2CA	4	5	Cistacea	Cistus_albidus	125	Coleoptera	Oedemeridae	Oedemera_flavipes	1
MED2CA	4	6	Cistacea	Cistus_monspeliensis	125	Coleoptera	Oedemeridae	Oedemera_flavipes	1
MED2CA	4	23	Cistacea	Helianthemum_guttatum	126	Coleoptera	Mordelidae	Mordellistena_pumila	1
MED2CA	4	6	Cistacea	Cistus_monspeliensis	177	Diptera	Bumbilidae	D22	1
MED2CA	4	6	Cistacea	Cistus_monspeliensis	185	Hymenoptera	Andrenidae	Andrena	2
MED2CA	4	5	Cistacea	Cistus_albidus	187	Hymenoptera	Andrenidae	Andrena	1
MED2CA	4	7	Cistacea	Cistus_salvifolius	187	Hymenoptera	Andrenidae	Andrena	1
MIQ1OP	1	32	Asteracea	Sonchus_tenerrinus	188	Hymenoptera	Andrenidae	Andrena	1
MIQ1OP	1	32	Asteracea	Sonchus_tenerrinus	13	Hymenoptera	Apoidea	Apis_melifera	2
MED2CA	4	24	Labiada	Lavandula_stoechas	196	Hymenoptera	Halictidae	Halyctus	1
MED2CA	4	6	Cistacea	Cistus_monspeliensis	204	Hymenoptera	Andrenidae	Andrena	1
MED2CA	4	7	Cistacea	Cistus_salvifolius	205	Coleoptera	Coleoptera2	C56	1
MED2CA	4	7	Cistacea	Cistus_salvifolius	207	Coleoptera	Coleotera1	C57	3
MED2CA	4	4	Aizoacea	Carpobrotus_spp._acinaciformis	223	Hymenoptera	Megachilidae	H94	1
MIQ1OP	1	32	Asteracea	Sonchus_tenerrinus	26	Hymenoptera	Halictidae	Halictus_pyrenaicus	1
MED2CA	5	4	Aizoacea	Carpobrotus_spp._acinaciformis	52	Hymenoptera	Apoidea	Bombus_terrestris	4
MED2CA	5	6	Cistacea	Cistus_monspeliensis	61	Diptera	Milichidae	D9	1
MED2CA	5	4	Aizoacea	Carpobrotus_spp._acinaciformis	105	Coleoptera	Oedemeridae	Oedemera_lurida	2
MED2CA	5	6	Cistacea	Cistus_monspeliensis	105	Coleoptera	Oedemeridae	Oedemera_lurida	5
MED2CA	5	23	Cistacea	Helianthemum_guttatum	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
MED2CA	5	4	Aizoacea	Carpobrotus_spp._acinaciformis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED2CA	5	7	Cistacea	Cistus_salvifolius	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED2CA	5	7	Cistacea	Cistus_salvifolius	109	Coleoptera	Dasytidae	C4	1
MED2CA	5	7	Cistacea	Cistus_salvifolius	125	Coleoptera	Oedemeridae	Oedemera_flavipes	1
MIQ1OP	1	32	Asteracea	Sonchus_tenerrinus	29	Hymenoptera	Halictidae	Halictus_gemmeus	1
MIQ1OP	1	32	Asteracea	Sonchus_tenerrinus	109	Coleoptera	Dasytidae	C4	1
MED2CA	5	6	Cistacea	Cistus_monspeliensis	177	Diptera	Bumbilidae	D22	2
MED2CA	5	23	Cistacea	Helianthemum_guttatum	187	Hymenoptera	Andrenidae	Andrena	1
MED2CA	5	7	Cistacea	Cistus_salvifolius	207	Coleoptera	Coleotera1	C57	1
MED2CA	5	6	Cistacea	Cistus_monspeliensis	229	Hymenoptera	Colletidae	Hylaeus	1
MIQ1OP	1	32	Asteracea	Sonchus_tenerrinus	123	Coleoptera	Cleridae	Trichodes_apiarius	1
MED2CA	6	4	Aizoacea	Carpobrotus_spp._acinaciformis	52	Hymenoptera	Apoidea	Bombus_terrestris	1
MED2CA	6	6	Cistacea	Cistus_monspeliensis	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	1
MED2CA	6	4	Aizoacea	Carpobrotus_spp._acinaciformis	105	Coleoptera	Oedemeridae	Oedemera_lurida	2
MED2CA	6	6	Cistacea	Cistus_monspeliensis	105	Coleoptera	Oedemeridae	Oedemera_lurida	3
MIQ1OP	1	31	Asteracea	Urospermum_picrioides	126	Coleoptera	Mordelidae	Mordellistena_pumila	1
MIQ1OP	1	32	Asteracea	Sonchus_tenerrinus	204	Hymenoptera	Andrenidae	Andrena	1
MED2CA	6	4	Aizoacea	Carpobrotus_spp._acinaciformis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	2
MED2CA	6	6	Cistacea	Cistus_monspeliensis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	2
MED2CA	6	7	Cistacea	Cistus_salvifolius	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MIQ1OP	1	32	Asteracea	Sonchus_tenerrinus	234	Diptera	Sirphidae	D29	1
MED2CA	6	4	Aizoacea	Carpobrotus_spp._acinaciformis	126	Coleoptera	Mordelidae	Mordellistena_pumila	2
MED2CA	6	7	Cistacea	Cistus_salvifolius	126	Coleoptera	Mordelidae	Mordellistena_pumila	1
MIQ1OP	1	32	Asteracea	Sonchus_tenerrinus	237	Diptera	Diptera2	D32	1
MIQ1OP	1	31	Asteracea	Urospermum_picrioides	242	Hymenoptera	Halictidae	Halictus	1
MED2CA	6	6	Cistacea	Cistus_monspeliensis	248	Hymenoptera	Andrenidae	Andrena	1
MED3CA	1	5	Cistacea	Cistus_albidus	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
MED3CA	1	5	Cistacea	Cistus_albidus	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED3CA	1	64	Labiada	Rosmarinus_officinalis	177	Diptera	Bumbilidae	D22	1
MED3CA	1	5	Cistacea	Cistus_albidus	182	Hymenoptera	Megachilidae	Megaquile	1
MED3CA	1	5	Cistacea	Cistus_albidus	185	Hymenoptera	Andrenidae	Andrena	1
MIQ1OP	1	31	Asteracea	Urospermum_picrioides	248	Hymenoptera	Andrenidae	Andrena	6
MED3CA	1	7	Cistacea	Cistus_salvifolius	186	Hymenoptera	Andrenidae	Andrena	1
MED3CA	1	5	Cistacea	Cistus_albidus	199	Hymenoptera	Megachilidae	Megachile	1
MED3CA	2	5	Cistacea	Cistus_albidus	11	Hymenoptera	Megachilidae	Anthidium_sticticum	2
MED3CA	2	24	Labiada	Lavandula_stoechas	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
MED3CA	2	5	Cistacea	Cistus_albidus	13	Hymenoptera	Apoidea	Apis_melifera	2
MED3CA	2	6	Cistacea	Cistus_monspeliensis	13	Hymenoptera	Apoidea	Apis_melifera	2
MED3CA	2	24	Labiada	Lavandula_stoechas	13	Hymenoptera	Apoidea	Apis_melifera	5
MED3CA	2	64	Labiada	Rosmarinus_officinalis	13	Hymenoptera	Apoidea	Apis_melifera	2
MED3CA	2	6	Cistacea	Cistus_monspeliensis	14	Hymenoptera	Andrenidae	Andrena	1
MED3CA	2	18	Papilionacea	Dorichnium_pentaphylum	23	Hymenoptera	Colletidae	Colletes	3
MIQ1OP	1	32	Asteracea	Sonchus_tenerrinus	248	Hymenoptera	Andrenidae	Andrena	1
MED3CA	2	6	Cistacea	Cistus_monspeliensis	35	Hymenoptera	Halictidae	Lasioglossum	1
MED3CA	2	24	Labiada	Lavandula_stoechas	56	Diptera	Bumbilidae	Conophorus_virescens	1
MED3CA	2	5	Cistacea	Cistus_albidus	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
MED3CA	2	5	Cistacea	Cistus_albidus	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED3CA	2	5	Cistacea	Cistus_albidus	114	Coleoptera	Dasytidae	Psilothrix	1
MIQ1OP	2	32	Asteracea	Sonchus_tenerrinus	13	Hymenoptera	Apoidea	Apis_melifera	2
MED3CA	2	5	Cistacea	Cistus_albidus	185	Hymenoptera	Andrenidae	Andrena	2
MIQ1OP	2	31	Asteracea	Urospermum_picrioides	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	1
MIQ1OP	2	32	Asteracea	Sonchus_tenerrinus	167	Coleoptera	Oedemeridae	Oedemera_barbara	3
MED3CA	2	5	Cistacea	Cistus_albidus	200	Hymenoptera	Megachilidae	Osmia	2
MIQ1OP	2	32	Asteracea	Sonchus_tenerrinus	188	Hymenoptera	Andrenidae	Andrena	1
MED3CA	3	5	Cistacea	Cistus_albidus	202	Hymenoptera	Andrenidae	Andrena	2
MED3CA	4	6	Cistacea	Cistus_monspeliensis	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
MIQ1OP	3	32	Asteracea	Sonchus_tenerrinus	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	1
MED3CA	4	24	Labiada	Lavandula_stoechas	56	Diptera	Bumbilidae	Conophorus_virescens	1
MED3CA	4	6	Cistacea	Cistus_monspeliensis	105	Coleoptera	Oedemeridae	Oedemera_lurida	5
MIQ2OP	1	32	Asteracea	Sonchus_tenerrinus	13	Hymenoptera	Apoidea	Apis_melifera	2
MED3CA	4	6	Cistacea	Cistus_monspeliensis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED3CA	4	7	Cistacea	Cistus_salvifolius	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	2
MIQ2OP	1	32	Asteracea	Sonchus_tenerrinus	204	Hymenoptera	Andrenidae	Andrena	1
MED3CA	4	6	Cistacea	Cistus_monspeliensis	126	Coleoptera	Mordelidae	Mordellistena_pumila	1
MED3CA	4	6	Cistacea	Cistus_monspeliensis	175	Hymenoptera	Halictidae	Lasioglossum	3
MED3CA	4	6	Cistacea	Cistus_monspeliensis	177	Diptera	Bumbilidae	D22	1
MIQ2OP	1	32	Asteracea	Sonchus_tenerrinus	222	Hymenoptera	Megachilidae	H93	2
MIQ2OP	1	31	Asteracea	Urospermum_picrioides	248	Hymenoptera	Andrenidae	Andrena	1
MED3CA	4	6	Cistacea	Cistus_monspeliensis	207	Coleoptera	Coleotera1	C57	1
MED3CA	4	6	Cistacea	Cistus_monspeliensis	231	Diptera	Sirphidae	Sphaerophoeria	2
MIQ2OP	1	32	Asteracea	Sonchus_tenerrinus	248	Hymenoptera	Andrenidae	Andrena	1
MED3CA	4	6	Cistacea	Cistus_monspeliensis	246	Hymenoptera	Andrenidae	Andrena	1
MIQ2OP	2	32	Asteracea	Sonchus_tenerrinus	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
SEL1OP	1	38	Asteracea	Helichrisum_stoechas	109	Coleoptera	Dasytidae	C4	2
MED3CA	5	6	Cistacea	Cistus_monspeliensis	35	Hymenoptera	Halictidae	Lasioglossum	1
MED3CA	5	6	Cistacea	Cistus_monspeliensis	37	Hymenoptera	Colletidae	Hylaeus_variegatus	1
MED3CA	5	26	Papilionacea	Psoralea_bituminosa	56	Diptera	Bumbilidae	Conophorus_virescens	1
MED3CA	5	5	Cistacea	Cistus_albidus	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
MED3CA	5	6	Cistacea	Cistus_monspeliensis	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
SEL1OP	2	38	Asteracea	Helichrisum_stoechas	109	Coleoptera	Dasytidae	C4	1
SEL1OP	2	32	Asteracea	Sonchus_tenerrinus	188	Hymenoptera	Andrenidae	Andrena	1
